type	file_id	dataset.dataset_uuid	file_name	file_type	file_url	access_level
file	4f73dcfc-79d5-5b57-b1bb-3fe07720e153	776f48cd-bcfc-50d5-94b2-3a8c6331f457	501_Achilles_shrna_screens_98k_and_54k.zip	ZIP	DFCI/501_Achilles_shrna_screens_98k_and_54k.zip	Open
file	86c46a7b-ad8e-5b1d-87e2-a9d84a91611a	5db626d7-0499-58af-a748-d2819e597be1	BeatAML_Waves1_2.zip	ZIP	OHSU-1/BeatAML_Waves1_2.zip	Open
file	89c9d8bb-390b-57eb-86ca-9a2bbe071e20	616b1730-6d0a-5775-9e37-1be6e0f75e49	CCLE_RNA-seq_Analysis.zip	ZIP	TGen/CCLE_RNA-seq_Analysis.zip	Open
file	a3f4f64a-06b3-5cdf-914f-4a929880d1f5	1a8d0573-54aa-5d34-8e1a-66883220004d	Cell_line_perturbed_responses.zip	ZIP	OHSU-2/Cell_line_perturbed_responses.zip	Open
file	a42970a4-6bf5-55c0-9156-519159912206	9ee725ef-362e-5100-9466-4b9ff65e4fb7	Chemical_Genetic_Interaction_Mapping.zip	ZIP	UCSF-1/Chemical_Genetic_Interaction_Mapping.zip	Open
file	c2874f0a-5dc7-558d-960b-83db54a68d8f	5a8c618c-8292-5370-873a-ca03b5d95249	CML_TKIs_SecondaryFusionProtiens.zip	ZIP	OHSU-1/CML_TKIs_SecondaryFusionProtiens.zip	Open
file	ef2d1a7b-7feb-5c13-9218-c9e79b25e7eb	9effe3b9-521a-51ed-b8a5-ebc3b55e7c66	CRISPR_Orthogonal_Screens.zip	ZIP	UCSF-1/CRISPR_Orthogonal_Screens.zip	Open
file	02f1d244-3d72-5871-8c5a-446b6424bd12	87083791-5b1b-5578-a63d-22a99697b9f9	CRISPR_Screening_NGS.zip	ZIP	DFCI/CRISPR_Screening_NGS.zip	Open
file	20dd7a1d-13ad-5fef-adc3-08974295fa9f	59b869ff-d61d-5091-8d82-7ab477ff8272	CRISPRCas9_CopyNumber_CERES_ComputationalMethod.zip	ZIP	DFCI/CRISPRCas9_CopyNumber_CERES_ComputationalMethod.zip	Open
file	d7570635-b12b-548f-b1a2-54b87878ffba	7d356db1-e1de-5dcc-809c-97b4fbd7cb48	CTRPv1.0_2013_pub_Cell_154_1151.zip	ZIP	Broad/CTRPv1.0_2013_pub_Cell_154_1151.zip	Open
file	52073890-b593-5353-9c6f-6ac7e5088721	7d356db1-e1de-5dcc-809c-97b4fbd7cb48	CTRPv2.0_2015_ctd2_ExpandedDataset.zip	ZIP	Broad/CTRPv2.0_2015_ctd2_ExpandedDataset.zip	Open
